Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,MonthlyCharges,Churn
No,No,1,Yes,No,No,No,No,No,No,20.15,Yes
No,Yes,1,Yes,No,Fiber optic,No,No,No,No,69.75,Yes
Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,93.2,Yes
Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,80.85,Yes
No,No,4,No,No,DSL,Yes,Yes,No,No,33.65,Yes
No,No,36,Yes,Yes,DSL,No,No,Yes,No,55.8,No
No,No,50,No,No,DSL,No,Yes,Yes,Yes,39.7,No
Yes,Yes,48,No,No,DSL,No,No,No,Yes,29.5,No
No,Yes,50,Yes,No,No,No,No,No,No,20.15,No
Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,79.55,No
No,Yes,10,Yes,Yes,No,No,No,No,No,24.8,No
No,No,18,Yes,No,No,No,No,No,No,19.65,No
No,No,1,Yes,No,Fiber optic,No,No,No,No,79.95,Yes
No,No,1,Yes,No,No,No,No,No,No,19.3,Yes
No,No,9,Yes,No,Fiber optic,No,No,Yes,No,94.05,No
No,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,90.75,No
Yes,No,40,Yes,Yes,Fiber optic,No,No,No,Yes,78.85,No
Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,No,99.5,No
Yes,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,99.2,Yes
No,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,No,80.55,No
Yes,No,11,Yes,No,Fiber optic,No,No,No,No,70.2,No
Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,85.2,Yes
No,No,3,Yes,Yes,Fiber optic,No,No,No,No,75.25,Yes
Yes,Yes,55,Yes,No,DSL,Yes,No,No,No,59.45,No
Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,93.35,No
No,No,46,Yes,No,DSL,No,No,No,No,44.95,No
No,No,34,Yes,Yes,No,No,No,No,No,26.1,No
No,No,3,Yes,No,No,No,No,No,No,20.2,No
Yes,Yes,30,Yes,No,No,No,No,No,No,21.25,No
No,No,33,Yes,Yes,DSL,Yes,No,No,Yes,59.4,No
Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,95,No
No,No,40,Yes,No,DSL,Yes,Yes,No,Yes,61.9,No
No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,118.65,No
No,No,1,Yes,Yes,DSL,No,No,Yes,No,54.35,Yes
Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,64.45,No
Yes,Yes,22,Yes,No,Fiber optic,No,No,No,No,80.15,No
Yes,Yes,46,Yes,No,No,No,No,No,No,20.2,No
Yes,Yes,55,Yes,No,No,No,No,No,No,21,No
No,No,1,Yes,No,No,No,No,No,No,20.45,No
No,No,12,Yes,Yes,DSL,No,No,No,Yes,75.85,No
No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,80.45,No
Yes,No,5,No,No,DSL,No,No,No,No,24.95,Yes
Yes,Yes,67,Yes,Yes,DSL,Yes,No,No,No,75.5,No
No,No,1,Yes,No,DSL,No,No,No,No,44.45,No
Yes,No,40,No,No,DSL,Yes,Yes,Yes,No,42.35,Yes
Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,No,74.55,No
No,No,1,Yes,Yes,Fiber optic,No,No,No,No,75.3,Yes
No,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,94.8,Yes
Yes,Yes,42,No,No,DSL,Yes,No,Yes,Yes,48.15,No
Yes,Yes,23,Yes,No,No,No,No,No,No,19.65,No
No,No,1,Yes,No,Fiber optic,No,No,No,No,70.55,Yes
No,No,1,Yes,No,No,No,No,No,No,20.15,No
No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,106.6,No
No,Yes,15,Yes,Yes,Fiber optic,No,Yes,No,No,91,No
Yes,Yes,12,Yes,Yes,No,No,No,No,No,25.4,No
Yes,Yes,54,Yes,No,DSL,Yes,No,Yes,Yes,69.95,No
No,No,7,Yes,No,DSL,No,No,No,No,66.85,No
Yes,Yes,33,Yes,Yes,Fiber optic,No,No,No,No,86.15,Yes
Yes,Yes,16,Yes,No,No,No,No,No,No,20.15,No
No,Yes,21,Yes,No,DSL,Yes,No,Yes,No,64.85,No
Yes,No,30,Yes,Yes,DSL,No,No,Yes,No,74.85,No
No,No,3,Yes,No,DSL,No,No,No,Yes,50.5,No
No,No,11,Yes,No,Fiber optic,No,No,Yes,No,72.9,No
No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,115.05,No
No,No,18,Yes,No,No,No,No,No,No,19,No
No,Yes,6,Yes,No,No,No,No,No,No,19.55,No
No,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,101.1,No
No,No,21,Yes,Yes,Fiber optic,No,No,No,No,84.1,No
No,No,68,Yes,Yes,No,No,No,No,No,24.15,No
No,No,1,Yes,Yes,DSL,No,No,No,No,50.1,No
Yes,No,25,Yes,No,Fiber optic,No,No,Yes,No,74.6,No
No,Yes,24,Yes,No,No,No,No,No,No,19.75,No
Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,85,Yes
No,No,2,Yes,No,Fiber optic,No,No,No,No,80.55,Yes
Yes,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,106.8,No
Yes,Yes,57,Yes,Yes,DSL,Yes,No,Yes,Yes,84.5,No
No,No,15,Yes,Yes,No,No,No,No,No,25.05,No
Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,83.7,No
No,No,2,Yes,No,Fiber optic,No,No,Yes,No,75.8,Yes
Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,96.6,No
Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,98.5,Yes
Yes,Yes,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,101.1,No
No,No,13,Yes,No,No,No,No,No,No,20.2,No
Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,94.05,No
Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,95.25,Yes
Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,74.4,Yes
Yes,No,62,Yes,No,DSL,Yes,No,Yes,Yes,81,No
No,No,21,Yes,No,DSL,Yes,No,Yes,Yes,60.25,No
No,No,2,Yes,No,DSL,No,No,Yes,No,60.85,No
No,No,1,Yes,No,DSL,No,No,No,No,43.95,No
No,No,4,Yes,No,Fiber optic,No,No,Yes,No,86.05,No
No,No,19,Yes,No,No,No,No,No,No,20.25,No
No,No,30,Yes,No,Fiber optic,No,No,No,Yes,85.15,Yes
Yes,Yes,67,Yes,No,No,No,No,No,No,19.4,No
Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,102.65,No
Yes,No,53,Yes,No,No,No,No,No,No,19.9,No
No,No,5,Yes,No,No,No,No,No,No,19.55,No
Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,95.5,No
Yes,Yes,50,Yes,Yes,DSL,No,Yes,Yes,Yes,84.15,No
Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,103.2,No
No,No,2,Yes,No,DSL,No,No,No,Yes,50.2,No
No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,88.55,Yes
Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,No,54.75,Yes
Yes,Yes,46,Yes,No,No,No,No,No,No,19.95,No
Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,116.25,No
No,No,29,No,No,DSL,No,No,No,Yes,31.2,No
Yes,Yes,69,Yes,Yes,No,No,No,No,No,24.45,No
Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,Yes,84.2,No
No,No,1,Yes,No,Fiber optic,No,No,No,No,91.3,Yes
Yes,No,56,Yes,No,DSL,Yes,Yes,Yes,Yes,85.65,No
No,Yes,56,Yes,No,No,No,No,No,No,21.2,No
No,No,1,Yes,No,Fiber optic,No,No,No,No,79.5,Yes
Yes,No,28,Yes,Yes,No,No,No,No,No,25.55,No
Yes,Yes,19,Yes,No,No,No,No,No,No,20.2,No
Yes,No,66,Yes,Yes,DSL,No,No,No,Yes,63.85,No
Yes,Yes,17,Yes,Yes,DSL,No,No,Yes,Yes,61.95,No
Yes,Yes,52,Yes,Yes,No,No,No,No,No,25.75,No
No,No,19,Yes,No,DSL,No,Yes,No,No,58.2,No
No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,85.85,No
Yes,No,7,Yes,No,Fiber optic,No,No,No,No,70.1,Yes
Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,104.9,No
Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,111.3,Yes
No,No,34,Yes,No,Fiber optic,No,Yes,Yes,No,99.85,No
Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,95.25,Yes
Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,86.25,Yes
Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,100.8,Yes
Yes,No,8,Yes,No,No,No,No,No,No,19.55,No
No,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,104,No
Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,104.4,No
No,No,10,Yes,No,No,No,No,No,No,19.5,No
Yes,Yes,12,Yes,Yes,No,No,No,No,No,25.25,No
No,No,14,Yes,No,Fiber optic,No,Yes,No,No,86.3,Yes
Yes,No,70,No,No,DSL,Yes,No,Yes,Yes,49.85,No
No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,108.95,No
Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,89.9,No
Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,Yes,82,No
No,No,20,Yes,No,Fiber optic,No,No,No,No,89.95,No
Yes,No,72,Yes,No,DSL,Yes,Yes,No,Yes,79.35,No
Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,64.05,No
Yes,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,101.15,No
No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,89.95,Yes
Yes,No,17,Yes,No,Fiber optic,No,Yes,No,No,76.45,Yes
No,No,33,No,No,DSL,No,Yes,No,No,39.1,No
Yes,Yes,23,No,No,DSL,Yes,No,No,Yes,34.6,No
Yes,Yes,58,Yes,No,No,No,No,No,No,19.55,No
Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,104.45,No
Yes,No,4,Yes,No,Fiber optic,No,No,No,No,70.5,No
Yes,Yes,45,Yes,No,No,No,No,No,No,20.35,No
No,No,10,Yes,No,Fiber optic,No,No,No,No,70,Yes
Yes,Yes,36,Yes,No,No,No,No,No,No,19.45,No
No,No,54,Yes,No,DSL,Yes,Yes,No,Yes,69.9,No
Yes,Yes,23,Yes,Yes,DSL,No,Yes,No,Yes,59.7,No
Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,No,78.35,No
No,No,5,Yes,No,Fiber optic,No,No,No,No,71.45,No
Yes,Yes,27,No,No,DSL,No,Yes,Yes,No,45.85,No
No,No,1,Yes,No,Fiber optic,No,No,No,Yes,95.85,No
Yes,Yes,67,No,No,DSL,Yes,No,No,Yes,35.7,No
Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,89.55,No
Yes,Yes,56,Yes,Yes,No,No,No,No,No,24.95,No
Yes,Yes,44,Yes,Yes,No,No,No,No,No,24.85,No
Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,100.8,No
No,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,64.4,Yes
Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,105.35,No
Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,102.45,Yes
No,No,40,Yes,No,No,No,No,No,No,19.65,No
Yes,Yes,30,Yes,Yes,DSL,Yes,No,No,No,54.45,No
No,No,11,Yes,No,DSL,No,No,No,Yes,70.5,No
No,No,15,Yes,No,No,No,No,No,No,20.1,No
No,No,11,Yes,No,DSL,No,No,Yes,No,69.35,No
Yes,Yes,64,Yes,No,No,No,No,No,No,19.8,No
Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,74.4,No
Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,93.05,No
No,Yes,1,Yes,No,DSL,Yes,No,No,No,51.2,No
No,Yes,15,Yes,No,DSL,Yes,Yes,Yes,Yes,65.6,No
No,No,60,Yes,Yes,DSL,No,No,Yes,Yes,80.55,No
No,No,56,Yes,No,DSL,Yes,No,Yes,No,52.7,No
No,No,8,Yes,No,No,No,No,No,No,20.85,No
No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,80.1,Yes
Yes,No,49,Yes,Yes,DSL,No,No,No,No,52.15,No
No,No,2,Yes,No,Fiber optic,No,No,No,No,80.2,Yes
No,No,6,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,98.15,Yes
No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,114.95,No
No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,112.95,Yes
Yes,No,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,104.45,No
Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,113.65,No
No,No,40,Yes,No,No,No,No,No,No,20.6,No
No,No,1,Yes,No,Fiber optic,No,No,No,No,70.9,Yes
No,No,3,Yes,No,Fiber optic,No,No,Yes,No,86.85,Yes
No,No,40,Yes,No,Fiber optic,No,No,No,No,91.55,No
No,Yes,1,Yes,No,DSL,No,No,Yes,No,49.85,No
Yes,No,30,Yes,No,No,No,No,No,No,19.8,No
Yes,Yes,23,Yes,No,Fiber optic,Yes,No,No,Yes,99.85,Yes
Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,74.5,Yes
Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,104.15,No
No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,109.15,Yes
No,No,7,Yes,No,DSL,Yes,No,No,No,48.2,No
No,No,72,Yes,Yes,No,No,No,No,No,25.1,No
No,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,100.15,No
No,No,16,Yes,Yes,DSL,No,No,Yes,No,65.2,Yes
Yes,Yes,66,Yes,Yes,Fiber optic,No,No,Yes,No,99.5,Yes
No,No,1,Yes,No,Fiber optic,No,No,No,No,71.55,Yes
No,Yes,3,Yes,No,DSL,Yes,No,Yes,No,55.9,No
Yes,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,93.9,Yes
Yes,No,8,Yes,No,DSL,No,No,Yes,Yes,64.4,No
Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,108.4,Yes
No,No,5,Yes,No,Fiber optic,No,Yes,No,No,85.3,No
Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,107.45,No
Yes,No,13,No,No,DSL,No,No,Yes,No,48.75,Yes
No,No,4,Yes,Yes,Fiber optic,No,No,No,No,85.65,Yes
Yes,Yes,54,Yes,Yes,DSL,Yes,Yes,Yes,Yes,91.3,No
Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,85.95,No
No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,106.7,Yes
No,No,1,No,No,DSL,No,No,No,No,25.15,Yes
No,No,1,Yes,No,DSL,No,No,No,No,45.2,No
Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,110.35,Yes
Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,79.2,No
No,No,48,Yes,No,DSL,Yes,Yes,No,No,55.5,No
Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,103.25,Yes
Yes,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,90.25,No
Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,91.25,No
No,No,2,Yes,No,DSL,Yes,No,No,No,47.8,Yes
Yes,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,100.9,No
Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,97.7,No
No,No,3,Yes,No,Fiber optic,No,No,No,No,69.85,No
Yes,Yes,9,Yes,No,DSL,No,Yes,No,Yes,65.6,No
Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,104.65,No
No,No,57,Yes,Yes,Fiber optic,No,No,No,Yes,90.45,No
No,No,72,No,No,DSL,Yes,Yes,Yes,Yes,63.7,No
Yes,Yes,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,104.5,No
No,No,18,Yes,No,No,No,No,No,No,20.1,No
Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,104.3,No
Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,93.25,No
Yes,Yes,35,Yes,Yes,DSL,No,No,No,Yes,73.45,No
No,No,4,Yes,No,No,No,No,No,No,20.7,No
Yes,Yes,49,Yes,Yes,No,No,No,No,No,25.25,No
Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,100.5,No
Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,90.6,No
Yes,Yes,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,89.4,No
No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,95.45,No
No,Yes,49,Yes,No,No,No,No,No,No,20.45,No
No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,98.6,Yes
Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,83.05,Yes
Yes,Yes,4,Yes,No,No,No,No,No,No,19.95,No
Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,109.15,No
Yes,No,26,Yes,No,Fiber optic,No,No,Yes,No,85.7,No
Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,102.05,No
No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,94.7,No
Yes,Yes,28,Yes,Yes,DSL,No,Yes,No,No,64.4,No
Yes,No,25,Yes,Yes,No,No,No,No,No,26.8,No
Yes,No,47,Yes,No,DSL,Yes,No,Yes,No,66.05,No
Yes,Yes,57,Yes,Yes,DSL,Yes,Yes,No,Yes,65.2,No
Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,85.05,No
No,No,5,Yes,No,DSL,Yes,No,Yes,No,55.8,No
Yes,No,17,Yes,No,Fiber optic,No,No,No,No,70.4,Yes
No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,104.75,Yes
Yes,Yes,72,Yes,No,No,No,No,No,No,19.95,No
No,No,21,Yes,Yes,Fiber optic,No,No,No,No,94.25,Yes
Yes,Yes,48,No,No,DSL,Yes,No,Yes,No,45,No
Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,114.9,No
No,No,30,Yes,Yes,Fiber optic,Yes,No,No,Yes,106.4,No
Yes,No,3,Yes,No,DSL,No,No,No,No,46.1,No
No,No,14,No,No,DSL,Yes,No,Yes,Yes,39.7,No
No,Yes,4,Yes,No,No,No,No,No,No,20.05,No
Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,95.75,No
Yes,Yes,8,Yes,Yes,No,No,No,No,No,24.4,No
Yes,Yes,61,No,No,DSL,Yes,No,Yes,No,33.6,No
Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,90.45,No
No,No,5,Yes,Yes,Fiber optic,No,No,No,No,84,No
No,No,49,Yes,No,DSL,Yes,Yes,Yes,Yes,67.4,No
No,No,8,Yes,No,No,No,No,No,No,19.7,No
No,No,3,Yes,No,Fiber optic,No,No,No,No,80.35,No
Yes,Yes,9,Yes,No,No,No,No,No,No,19.6,No
Yes,Yes,67,Yes,No,DSL,Yes,Yes,No,No,54.2,No
No,No,46,Yes,No,DSL,No,No,No,No,45.2,No
Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,No,75.1,No
Yes,No,55,Yes,No,No,No,No,No,No,19.7,No
Yes,No,33,Yes,Yes,DSL,Yes,Yes,Yes,No,72.75,No
Yes,Yes,62,Yes,No,No,No,No,No,No,20.05,No
No,Yes,1,Yes,No,DSL,No,No,No,No,45.95,Yes
Yes,Yes,49,No,No,DSL,Yes,No,No,No,39.2,No
No,No,1,Yes,No,DSL,No,No,No,No,44.75,No
Yes,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,82.65,No
No,No,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,93.9,No
No,No,1,Yes,No,Fiber optic,No,No,No,No,70.15,Yes
No,No,1,Yes,No,Fiber optic,No,No,Yes,No,85.55,Yes
Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,117.15,No
No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,99.25,No
Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,112.55,No
No,No,1,Yes,Yes,No,No,No,No,No,25.7,No
Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,90.3,No
Yes,Yes,66,Yes,No,DSL,No,No,No,Yes,49.4,No
No,No,2,Yes,No,No,No,No,No,No,19.4,No
Yes,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,109.7,No
No,No,11,Yes,No,DSL,No,Yes,No,No,61.25,No
No,Yes,47,Yes,No,DSL,Yes,Yes,No,No,55.3,No
Yes,No,35,Yes,No,Fiber optic,No,No,No,No,70.3,Yes
Yes,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,106.35,Yes
Yes,Yes,60,Yes,Yes,Fiber optic,No,Yes,No,Yes,103.75,No
No,No,11,Yes,No,No,No,No,No,No,19.5,No
No,No,29,No,No,DSL,Yes,Yes,No,Yes,39.5,No
Yes,Yes,21,No,No,DSL,No,No,No,No,26.05,No
Yes,No,48,Yes,Yes,Fiber optic,No,No,Yes,No,91.05,No
No,Yes,3,No,No,DSL,No,Yes,No,No,29.65,No
Yes,Yes,43,Yes,No,DSL,No,Yes,No,No,50.2,No
No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,105.3,No
No,No,1,Yes,No,DSL,No,No,No,No,55.45,No
Yes,Yes,71,Yes,Yes,DSL,Yes,No,Yes,Yes,85.45,No
Yes,Yes,8,Yes,No,No,No,No,No,No,19.8,No
No,No,8,Yes,Yes,DSL,No,No,No,No,59.25,No
No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,90.7,No
Yes,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,103.7,Yes
No,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,79.05,No
Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,90.7,No
Yes,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,95,No
No,No,1,Yes,No,Fiber optic,No,No,No,No,88.35,Yes
Yes,Yes,2,No,No,DSL,No,Yes,No,No,30.25,No
Yes,No,12,No,No,DSL,No,No,Yes,No,49.85,No
No,Yes,9,Yes,No,Fiber optic,Yes,No,Yes,Yes,93,No
No,Yes,11,Yes,No,DSL,No,Yes,No,Yes,54.55,No
No,Yes,6,Yes,No,No,No,No,No,No,19.7,No
Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,84.8,No
Yes,Yes,42,Yes,Yes,Fiber optic,Yes,Yes,No,No,94.45,No
Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,94.2,Yes
No,No,5,Yes,No,Fiber optic,No,Yes,No,No,96.25,Yes
Yes,No,2,Yes,No,Fiber optic,No,No,No,No,70.7,Yes
Yes,Yes,45,Yes,No,No,No,No,No,No,20.85,No
Yes,Yes,28,No,No,DSL,No,Yes,Yes,Yes,60,No
Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,80.45,No
No,Yes,60,Yes,Yes,DSL,Yes,No,Yes,Yes,84.95,No
Yes,No,42,No,No,DSL,No,Yes,No,Yes,33.55,Yes
Yes,Yes,7,No,No,DSL,Yes,No,Yes,Yes,49.65,No
Yes,No,25,Yes,No,No,No,No,No,No,20.2,No
Yes,Yes,40,Yes,Yes,Fiber optic,No,No,No,No,94.55,Yes
No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,100.5,No
No,No,10,No,No,DSL,No,Yes,No,Yes,35.75,No
No,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,86.45,No
No,No,11,Yes,No,DSL,No,No,Yes,Yes,53.8,No
Yes,Yes,4,No,No,DSL,Yes,No,No,No,38.55,No
No,No,68,No,No,DSL,No,No,Yes,No,39.9,No
No,No,1,Yes,No,Fiber optic,No,No,No,No,70.05,No
No,No,18,Yes,No,No,No,No,No,No,20.1,No
No,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,112.95,Yes
No,No,26,Yes,No,No,No,No,No,No,20.3,No
Yes,No,17,No,No,DSL,No,Yes,Yes,No,35.65,No
No,No,1,No,No,DSL,No,No,No,No,35.9,Yes
No,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,99.25,Yes
Yes,No,59,Yes,No,Fiber optic,Yes,Yes,Yes,No,82.95,No
No,No,30,Yes,No,DSL,Yes,No,Yes,No,55.65,No
No,No,2,No,No,DSL,No,No,No,No,24.45,Yes
Yes,No,50,Yes,Yes,No,No,No,No,No,25.2,No
No,No,9,No,No,DSL,Yes,No,Yes,Yes,50.8,No
Yes,Yes,3,Yes,No,No,No,No,No,No,19.65,No
No,Yes,14,Yes,No,DSL,No,No,Yes,No,59.8,No
No,No,31,Yes,No,Fiber optic,Yes,No,No,No,73.55,No
No,No,7,Yes,No,DSL,Yes,Yes,Yes,No,61.4,No
No,No,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,103.35,Yes
Yes,Yes,17,Yes,No,No,No,No,No,No,19.9,No
Yes,Yes,32,Yes,No,No,No,No,No,No,19.45,No
No,No,2,Yes,No,Fiber optic,No,No,No,No,81.5,No
No,No,7,Yes,Yes,Fiber optic,No,No,No,No,84.8,Yes
Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,109.55,No
No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,99.95,Yes
Yes,Yes,27,Yes,No,Fiber optic,Yes,No,No,No,74.4,No
No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,90,Yes
No,No,7,Yes,No,Fiber optic,No,No,Yes,No,74.9,No
No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,104.85,Yes
Yes,Yes,11,Yes,No,DSL,No,No,Yes,No,59.65,No
Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,110.45,No
Yes,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,106.1,Yes
No,No,15,Yes,Yes,Fiber optic,No,No,No,No,74.2,Yes
No,No,4,Yes,Yes,Fiber optic,No,No,No,No,74.45,No
No,No,71,Yes,Yes,No,No,No,No,No,24.55,No
No,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,89.35,Yes
Yes,Yes,47,Yes,Yes,No,No,No,No,No,24.55,No
Yes,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,90.65,No
Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,105.05,No
No,No,8,Yes,No,No,No,No,No,No,20.45,No
Yes,Yes,48,Yes,No,No,No,No,No,No,19.55,No
No,No,70,Yes,No,No,No,No,No,No,19.7,No
No,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,70.45,No
Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,85.65,No
